key,fare_amount
2015-01-27 13:08:24.0000002,9.30433096140696
2015-01-27 13:08:24.0000003,10.3952622741571
2011-10-08 11:53:44.0000002,5.55529095164403
2012-12-01 21:12:12.0000002,7.49554859093202
2012-12-01 21:12:12.0000003,13.3200031572076
2012-12-01 21:12:12.0000005,9.64218728748469
2011-10-06 12:10:20.0000001,6.03341468042917
2011-10-06 12:10:20.0000003,34.0028624860084
2011-10-06 12:10:20.0000002,10.4405325907066
2014-02-18 15:22:20.0000002,6.84506683892448
2014-02-18 15:22:20.0000003,8.55403194746201
2014-02-18 15:22:20.0000001,14.1364524883641
2010-03-29 20:20:32.0000002,5.47926900154318
2010-03-29 20:20:32.0000001,6.89193127490339
2011-10-06 03:59:12.0000002,7.79355729588093
2011-10-06 03:59:12.0000001,9.99481760849126
2012-07-15 16:45:04.0000006,5.8063203757552
2012-07-15 16:45:04.0000002,9.62709715478496
2012-07-15 16:45:04.0000003,5.67672218305723
2012-07-15 16:45:04.0000004,5.39583035100446
2014-10-29 02:09:56.0000001,7.12527679765448
2014-06-14 13:39:00.00000010,8.06206578692882
2014-06-14 13:39:00.00000060,7.2176400372028
2014-06-14 13:39:00.00000087,7.77813147644817
2014-06-14 13:39:00.00000050,14.3383883695342
2014-06-14 13:39:00.0000003,6.858168713119
2014-06-14 13:39:00.000000158,29.954487075108
2014-06-14 13:39:00.00000015,19.2770042939484
2014-06-14 13:39:00.00000073,6.67574846724581
2014-06-14 13:39:00.00000077,13.1276055904238
2014-06-14 13:39:00.000000145,8.16696357085068
2014-06-14 13:39:00.00000079,6.8618631640756
2014-06-14 13:39:00.000000121,6.39854949081528
2014-06-14 13:39:00.00000021,10.1013937240045
2014-06-14 13:39:00.0000005,7.45469240805577
2014-06-14 13:39:00.000000165,7.41548361501263
2014-06-14 13:39:00.000000184,6.70965992217711
2014-06-14 13:39:00.00000059,6.72657818080133
2014-06-14 13:39:00.00000070,8.03197172093745
2014-06-14 13:39:00.00000068,5.48189787546649
2014-06-14 13:39:00.000000133,15.6371713974614
2014-06-14 13:39:00.000000128,9.01500081341906
2014-06-14 13:39:00.000000136,15.5090691534906
2014-06-14 13:39:00.00000017,10.2503086390533
2014-06-14 13:39:00.000000111,5.71473655291682
2014-06-14 13:39:00.000000115,9.9421955251045
2014-06-14 13:39:00.000000168,6.43640555027629
2014-06-14 13:39:00.00000031,6.79584838084796
2014-06-14 13:39:00.000000116,6.94599694793565
2014-06-14 13:39:00.00000051,6.00254785169273
2014-06-14 13:39:00.000000193,11.1263323607636
2014-06-14 13:39:00.000000132,11.3487422852814
2014-06-14 13:39:00.000000167,15.7009765968984
